FUND CASH ACCT SEQ,INVST PLAN ARR SEQ,ACCT CASH FUND,ACCT CASH FUND TYPE CDE,CCY ACCT CASH FUND CDE,LAST INGESTION TIMESTAMP,PRM_LNE_OF_BUS_CDE_FILTER,CTRY_CDE_FILTER,ENTITY_CDE_FILTER
153266,6357610,410000,56700E,9864, Current_timestamp(), 154ud952, SAP11437, 57SAT919
153267,6357611,410000,56700E,9865, Current_timestamp(), 154ud953, SAP11438, 57SAT920
153268,6357612,410000,56700E,9866, Current_timestamp(), 154ud954, SAP11439, 57SAT921
153269,6357613,410000,56700E,9867, Current_timestamp(), 154ud955, SAP11440, 57SAT922
153270,6357614,410000,56700E,9868, Current_timestamp(), 154ud956, SAP11441, 57SAT923
153271,6357615,410000,56700E,9869, Current_timestamp(), 154ud957, SAP11442, 57SAT924
153272,6357616,410000,56700E,9870, Current_timestamp(), 154ud958, SAP11443, 57SAT925
153273,6357617,410000,56700E,9871, Current_timestamp(), 154ud959, SAP11444, 57SAT926
153274,6357618,410000,56700E,9872, Current_timestamp(), 154ud960, SAP11445, 57SAT927
153275,6357619,410000,56700E,9873, Current_timestamp(), 154ud961, SAP11446, 57SAT928
153276,6357620,410000,56700E,9874, Current_timestamp(), 154ud962, SAP11447, 57SAT929
153277,6357621,410000,56700E,9875, Current_timestamp(), 154ud963, SAP11448, 57SAT930
153278,6357622,410000,56700E,9876, Current_timestamp(), 154ud964, SAP11449, 57SAT931
153279,6357623,410000,56700E,9877, Current_timestamp(), 154ud965, SAP11450, 57SAT932
153280,6357624,410000,56700E,9878, Current_timestamp(), 154ud966, SAP11451, 57SAT933
153281,6357625,410000,56700E,9879, Current_timestamp(), 154ud967, SAP11452, 57SAT934
153282,6357626,410000,56700E,9880, Current_timestamp(), 154ud968, SAP11453, 57SAT935
153283,6357627,410000,56700E,9881, Current_timestamp(), 154ud969, SAP11454, 57SAT936
153284,6357628,410000,56700E,9882, Current_timestamp(), 154ud970, SAP11455, 57SAT937
153285,6357629,410000,56700E,9883, Current_timestamp(), 154ud971, SAP11456, 57SAT938
153286,6357630,410000,56700E,9884, Current_timestamp(), 154ud972, SAP11457, 57SAT939
153287,6357631,410000,56700E,9885, Current_timestamp(), 154ud973, SAP11458, 57SAT940
153288,6357632,410000,56700E,9886, Current_timestamp(), 154ud974, SAP11459, 57SAT941
153289,6357633,410000,56700E,9887, Current_timestamp(), 154ud975, SAP11460, 57SAT942
153290,6357634,410000,56700E,9888, Current_timestamp(), 154ud976, SAP11461, 57SAT943
153291,6357635,410000,56700E,9889, Current_timestamp(), 154ud977, SAP11462, 57SAT944
153292,6357636,410000,56700E,9890, Current_timestamp(), 154ud978, SAP11463, 57SAT945
153293,6357637,410000,56700E,9891, Current_timestamp(), 154ud979, SAP11464, 57SAT946
153294,6357638,410000,56700E,9892, Current_timestamp(), 154ud980, SAP11465, 57SAT947
153295,6357639,410000,56700E,9893, Current_timestamp(), 154ud981, SAP11466, 57SAT948
153296,6357640,410000,56700E,9894, Current_timestamp(), 154ud982, SAP11467, 57SAT949
153297,6357641,410000,56700E,9895, Current_timestamp(), 154ud983, SAP11468, 57SAT950
153298,6357642,410000,56700E,9896, Current_timestamp(), 154ud984, SAP11469, 57SAT951
153299,6357643,410000,56700E,9897, Current_timestamp(), 154ud985, SAP11470, 57SAT952
153300,6357644,410000,56700E,9898, Current_timestamp(), 154ud986, SAP11471, 57SAT953
153301,6357645,410000,56700E,9899, Current_timestamp(), 154ud987, SAP11472, 57SAT954
153302,6357646,410000,56700E,9900, Current_timestamp(), 154ud988, SAP11473, 57SAT955
153303,6357647,410000,56700E,9901, Current_timestamp(), 154ud989, SAP11474, 57SAT956
153304,6357648,410000,56700E,9902, Current_timestamp(), 154ud990, SAP11475, 57SAT957
153305,6357649,410000,56700E,9903, Current_timestamp(), 154ud991, SAP11476, 57SAT958
153306,6357650,410000,56700E,9904, Current_timestamp(), 154ud992, SAP11477, 57SAT959
153307,6357651,410000,56700E,9905, Current_timestamp(), 154ud993, SAP11478, 57SAT960
153308,6357652,410000,56700E,9906, Current_timestamp(), 154ud994, SAP11479, 57SAT961
153309,6357653,410000,56700E,9907, Current_timestamp(), 154ud995, SAP11480, 57SAT962
153310,6357654,410000,56700E,9908, Current_timestamp(), 154ud996, SAP11481, 57SAT963
153311,6357655,410000,56700E,9909, Current_timestamp(), 154ud997, SAP11482, 57SAT964
153312,6357656,410000,56700E,9910, Current_timestamp(), 154ud998, SAP11483, 57SAT965
153313,6357657,410000,56700E,9911, Current_timestamp(), 154ud999, SAP11484, 57SAT966
153314,6357658,410000,56700E,9912, Current_timestamp(), 154ud1000, SAP11485, 57SAT967
153315,6357659,410000,56700E,9913, Current_timestamp(), 154ud1001, SAP11486, 57SAT968
153316,6357660,410000,56700E,9914, Current_timestamp(), 154ud1002, SAP11487, 57SAT969
153317,6357661,410000,56700E,9915, Current_timestamp(), 154ud1003, SAP11488, 57SAT970
153318,6357662,410000,56700E,9916, Current_timestamp(), 154ud1004, SAP11489, 57SAT971
153319,6357663,410000,56700E,9917, Current_timestamp(), 154ud1005, SAP11490, 57SAT972
153320,6357664,410000,56700E,9918, Current_timestamp(), 154ud1006, SAP11491, 57SAT973
153321,6357665,410000,56700E,9919, Current_timestamp(), 154ud1007, SAP11492, 57SAT974
153322,6357666,410000,56700E,9920, Current_timestamp(), 154ud1008, SAP11493, 57SAT975
153323,6357667,410000,56700E,9921, Current_timestamp(), 154ud1009, SAP11494, 57SAT976
153324,6357668,410000,56700E,9922, Current_timestamp(), 154ud1010, SAP11495, 57SAT977
153325,6357669,410000,56700E,9923, Current_timestamp(), 154ud1011, SAP11496, 57SAT978
153326,6357670,410000,56700E,9924, Current_timestamp(), 154ud1012, SAP11497, 57SAT979
153327,6357671,410000,56700E,9925, Current_timestamp(), 154ud1013, SAP11498, 57SAT980
153328,6357672,410000,56700E,9926, Current_timestamp(), 154ud1014, SAP11499, 57SAT981
153329,6357673,410000,56700E,9927, Current_timestamp(), 154ud1015, SAP11500, 57SAT982
153330,6357674,410000,56700E,9928, Current_timestamp(), 154ud1016, SAP11501, 57SAT983
153331,6357675,410000,56700E,9929, Current_timestamp(), 154ud1017, SAP11502, 57SAT984
153332,6357676,410000,56700E,9930, Current_timestamp(), 154ud1018, SAP11503, 57SAT985
153333,6357677,410000,56700E,9931, Current_timestamp(), 154ud1019, SAP11504, 57SAT986
153334,6357678,410000,56700E,9932, Current_timestamp(), 154ud1020, SAP11505, 57SAT987
153335,6357679,410000,56700E,9933, Current_timestamp(), 154ud1021, SAP11506, 57SAT988
153336,6357680,410000,56700E,9934, Current_timestamp(), 154ud1022, SAP11507, 57SAT989
153337,6357681,410000,56700E,9935, Current_timestamp(), 154ud1023, SAP11508, 57SAT990
153338,6357682,410000,56700E,9936, Current_timestamp(), 154ud1024, SAP11509, 57SAT991
153339,6357683,410000,56700E,9937, Current_timestamp(), 154ud1025, SAP11510, 57SAT992
153340,6357684,410000,56700E,9938, Current_timestamp(), 154ud1026, SAP11511, 57SAT993
153341,6357685,410000,56700E,9939, Current_timestamp(), 154ud1027, SAP11512, 57SAT994
153342,6357686,410000,56700E,9940, Current_timestamp(), 154ud1028, SAP11513, 57SAT995
153343,6357687,410000,56700E,9941, Current_timestamp(), 154ud1029, SAP11514, 57SAT996
153344,6357688,410000,56700E,9942, Current_timestamp(), 154ud1030, SAP11515, 57SAT997
153345,6357689,410000,56700E,9943, Current_timestamp(), 154ud1031, SAP11516, 57SAT998
153346,6357690,410000,56700E,9944, Current_timestamp(), 154ud1032, SAP11517, 57SAT999
153347,6357691,410000,56700E,9945, Current_timestamp(), 154ud1033, SAP11518, 57SAT1000
153348,6357692,410000,56700E,9946, Current_timestamp(), 154ud1034, SAP11519, 57SAT1001
153349,6357693,410000,56700E,9947, Current_timestamp(), 154ud1035, SAP11520, 57SAT1002
153350,6357694,410000,56700E,9948, Current_timestamp(), 154ud1036, SAP11521, 57SAT1003
153351,6357695,410000,56700E,9949, Current_timestamp(), 154ud1037, SAP11522, 57SAT1004
153352,6357696,410000,56700E,9950, Current_timestamp(), 154ud1038, SAP11523, 57SAT1005
153353,6357697,410000,56700E,9951, Current_timestamp(), 154ud1039, SAP11524, 57SAT1006
153354,6357698,410000,56700E,9952, Current_timestamp(), 154ud1040, SAP11525, 57SAT1007
153355,6357699,410000,56700E,9953, Current_timestamp(), 154ud1041, SAP11526, 57SAT1008
153356,6357700,410000,56700E,9954, Current_timestamp(), 154ud1042, SAP11527, 57SAT1009
153357,6357701,410000,56700E,9955, Current_timestamp(), 154ud1043, SAP11528, 57SAT1010
153358,6357702,410000,56700E,9956, Current_timestamp(), 154ud1044, SAP11529, 57SAT1011
153359,6357703,410000,56700E,9957, Current_timestamp(), 154ud1045, SAP11530, 57SAT1012
153360,6357704,410000,56700E,9958, Current_timestamp(), 154ud1046, SAP11531, 57SAT1013
153361,6357705,410000,56700E,9959, Current_timestamp(), 154ud1047, SAP11532, 57SAT1014
153362,6357706,410000,56700E,9960, Current_timestamp(), 154ud1048, SAP11533, 57SAT1015
153363,6357707,410000,56700E,9961, Current_timestamp(), 154ud1049, SAP11534, 57SAT1016
153364,6357708,410000,56700E,9962, Current_timestamp(), 154ud1050, SAP11535, 57SAT1017
153365,6357709,410000,56700E,9963, Current_timestamp(), 154ud1051, SAP11536, 57SAT1018
153366,6357710,410000,56700E,9964, Current_timestamp(), 154ud1052, SAP11537, 57SAT1019
153367,6357711,410000,56700E,9965, Current_timestamp(), 154ud1053, SAP11538, 57SAT1020
153368,6357712,410000,56700E,9966, Current_timestamp(), 154ud1054, SAP11539, 57SAT1021
153369,6357713,410000,56700E,9967, Current_timestamp(), 154ud1055, SAP11540, 57SAT1022
153370,6357714,410000,56700E,9968, Current_timestamp(), 154ud1056, SAP11541, 57SAT1023
153371,6357715,410000,56700E,9969, Current_timestamp(), 154ud1057, SAP11542, 57SAT1024
153372,6357716,410000,56700E,9970, Current_timestamp(), 154ud1058, SAP11543, 57SAT1025
153373,6357717,410000,56700E,9971, Current_timestamp(), 154ud1059, SAP11544, 57SAT1026
153374,6357718,410000,56700E,9972, Current_timestamp(), 154ud1060, SAP11545, 57SAT1027
153375,6357719,410000,56700E,9973, Current_timestamp(), 154ud1061, SAP11546, 57SAT1028
153376,6357720,410000,56700E,9974, Current_timestamp(), 154ud1062, SAP11547, 57SAT1029
153377,6357721,410000,56700E,9975, Current_timestamp(), 154ud1063, SAP11548, 57SAT1030
153378,6357722,410000,56700E,9976, Current_timestamp(), 154ud1064, SAP11549, 57SAT1031
153379,6357723,410000,56700E,9977, Current_timestamp(), 154ud1065, SAP11550, 57SAT1032
153380,6357724,410000,56700E,9978, Current_timestamp(), 154ud1066, SAP11551, 57SAT1033
153381,6357725,410000,56700E,9979, Current_timestamp(), 154ud1067, SAP11552, 57SAT1034
153382,6357726,410000,56700E,9980, Current_timestamp(), 154ud1068, SAP11553, 57SAT1035
153383,6357727,410000,56700E,9981, Current_timestamp(), 154ud1069, SAP11554, 57SAT1036
153384,6357728,410000,56700E,9982, Current_timestamp(), 154ud1070, SAP11555, 57SAT1037
153385,6357729,410000,56700E,9983, Current_timestamp(), 154ud1071, SAP11556, 57SAT1038
153386,6357730,410000,56700E,9984, Current_timestamp(), 154ud1072, SAP11557, 57SAT1039
153387,6357731,410000,56700E,9985, Current_timestamp(), 154ud1073, SAP11558, 57SAT1040
153388,6357732,410000,56700E,9986, Current_timestamp(), 154ud1074, SAP11559, 57SAT1041
153389,6357733,410000,56700E,9987, Current_timestamp(), 154ud1075, SAP11560, 57SAT1042
153390,6357734,410000,56700E,9988, Current_timestamp(), 154ud1076, SAP11561, 57SAT1043
153391,6357735,410000,56700E,9989, Current_timestamp(), 154ud1077, SAP11562, 57SAT1044
153392,6357736,410000,56700E,9990, Current_timestamp(), 154ud1078, SAP11563, 57SAT1045
153393,6357737,410000,56700E,9991, Current_timestamp(), 154ud1079, SAP11564, 57SAT1046
153394,6357738,410000,56700E,9992, Current_timestamp(), 154ud1080, SAP11565, 57SAT1047
153395,6357739,410000,56700E,9993, Current_timestamp(), 154ud1081, SAP11566, 57SAT1048
153396,6357740,410000,56700E,9994, Current_timestamp(), 154ud1082, SAP11567, 57SAT1049
153397,6357741,410000,56700E,9995, Current_timestamp(), 154ud1083, SAP11568, 57SAT1050
153398,6357742,410000,56700E,9996, Current_timestamp(), 154ud1084, SAP11569, 57SAT1051
153399,6357743,410000,56700E,9997, Current_timestamp(), 154ud1085, SAP11570, 57SAT1052
153400,6357744,410000,56700E,9998, Current_timestamp(), 154ud1086, SAP11571, 57SAT1053
153401,6357745,410000,56700E,9999, Current_timestamp(), 154ud1087, SAP11572, 57SAT1054
153402,6357746,410000,56700E,10000, Current_timestamp(), 154ud1088, SAP11573, 57SAT1055
153403,6357747,410000,56700E,10001, Current_timestamp(), 154ud1089, SAP11574, 57SAT1056
153404,6357748,410000,56700E,10002, Current_timestamp(), 154ud1090, SAP11575, 57SAT1057
153405,6357749,410000,56700E,10003, Current_timestamp(), 154ud1091, SAP11576, 57SAT1058
153406,6357750,410000,56700E,10004, Current_timestamp(), 154ud1092, SAP11577, 57SAT1059
153407,6357751,410000,56700E,10005, Current_timestamp(), 154ud1093, SAP11578, 57SAT1060
153408,6357752,410000,56700E,10006, Current_timestamp(), 154ud1094, SAP11579, 57SAT1061
153409,6357753,410000,56700E,10007, Current_timestamp(), 154ud1095, SAP11580, 57SAT1062
153410,6357754,410000,56700E,10008, Current_timestamp(), 154ud1096, SAP11581, 57SAT1063
153411,6357755,410000,56700E,10009, Current_timestamp(), 154ud1097, SAP11582, 57SAT1064
153412,6357756,410000,56700E,10010, Current_timestamp(), 154ud1098, SAP11583, 57SAT1065
153413,6357757,410000,56700E,10011, Current_timestamp(), 154ud1099, SAP11584, 57SAT1066
153414,6357758,410000,56700E,10012, Current_timestamp(), 154ud1100, SAP11585, 57SAT1067
153415,6357759,410000,56700E,10013, Current_timestamp(), 154ud1101, SAP11586, 57SAT1068
153416,6357760,410000,56700E,10014, Current_timestamp(), 154ud1102, SAP11587, 57SAT1069
153417,6357761,410000,56700E,10015, Current_timestamp(), 154ud1103, SAP11588, 57SAT1070
153418,6357762,410000,56700E,10016, Current_timestamp(), 154ud1104, SAP11589, 57SAT1071
153419,6357763,410000,56700E,10017, Current_timestamp(), 154ud1105, SAP11590, 57SAT1072
153420,6357764,410000,56700E,10018, Current_timestamp(), 154ud1106, SAP11591, 57SAT1073
153421,6357765,410000,56700E,10019, Current_timestamp(), 154ud1107, SAP11592, 57SAT1074
153422,6357766,410000,56700E,10020, Current_timestamp(), 154ud1108, SAP11593, 57SAT1075
153423,6357767,410000,56700E,10021, Current_timestamp(), 154ud1109, SAP11594, 57SAT1076
153424,6357768,410000,56700E,10022, Current_timestamp(), 154ud1110, SAP11595, 57SAT1077
153425,6357769,410000,56700E,10023, Current_timestamp(), 154ud1111, SAP11596, 57SAT1078
153426,6357770,410000,56700E,10024, Current_timestamp(), 154ud1112, SAP11597, 57SAT1079
153427,6357771,410000,56700E,10025, Current_timestamp(), 154ud1113, SAP11598, 57SAT1080
153428,6357772,410000,56700E,10026, Current_timestamp(), 154ud1114, SAP11599, 57SAT1081
153429,6357773,410000,56700E,10027, Current_timestamp(), 154ud1115, SAP11600, 57SAT1082
153430,6357774,410000,56700E,10028, Current_timestamp(), 154ud1116, SAP11601, 57SAT1083
153431,6357775,410000,56700E,10029, Current_timestamp(), 154ud1117, SAP11602, 57SAT1084
153432,6357776,410000,56700E,10030, Current_timestamp(), 154ud1118, SAP11603, 57SAT1085
153433,6357777,410000,56700E,10031, Current_timestamp(), 154ud1119, SAP11604, 57SAT1086
153434,6357778,410000,56700E,10032, Current_timestamp(), 154ud1120, SAP11605, 57SAT1087
153435,6357779,410000,56700E,10033, Current_timestamp(), 154ud1121, SAP11606, 57SAT1088
153436,6357780,410000,56700E,10034, Current_timestamp(), 154ud1122, SAP11607, 57SAT1089
153437,6357781,410000,56700E,10035, Current_timestamp(), 154ud1123, SAP11608, 57SAT1090
153438,6357782,410000,56700E,10036, Current_timestamp(), 154ud1124, SAP11609, 57SAT1091
153439,6357783,410000,56700E,10037, Current_timestamp(), 154ud1125, SAP11610, 57SAT1092
153440,6357784,410000,56700E,10038, Current_timestamp(), 154ud1126, SAP11611, 57SAT1093
153441,6357785,410000,56700E,10039, Current_timestamp(), 154ud1127, SAP11612, 57SAT1094
153442,6357786,410000,56700E,10040, Current_timestamp(), 154ud1128, SAP11613, 57SAT1095
153443,6357787,410000,56700E,10041, Current_timestamp(), 154ud1129, SAP11614, 57SAT1096
153444,6357788,410000,56700E,10042, Current_timestamp(), 154ud1130, SAP11615, 57SAT1097
153445,6357789,410000,56700E,10043, Current_timestamp(), 154ud1131, SAP11616, 57SAT1098
153446,6357790,410000,56700E,10044, Current_timestamp(), 154ud1132, SAP11617, 57SAT1099
153447,6357791,410000,56700E,10045, Current_timestamp(), 154ud1133, SAP11618, 57SAT1100
153448,6357792,410000,56700E,10046, Current_timestamp(), 154ud1134, SAP11619, 57SAT1101
153449,6357793,410000,56700E,10047, Current_timestamp(), 154ud1135, SAP11620, 57SAT1102
153450,6357794,410000,56700E,10048, Current_timestamp(), 154ud1136, SAP11621, 57SAT1103
153451,6357795,410000,56700E,10049, Current_timestamp(), 154ud1137, SAP11622, 57SAT1104
153452,6357796,410000,56700E,10050, Current_timestamp(), 154ud1138, SAP11623, 57SAT1105
153453,6357797,410000,56700E,10051, Current_timestamp(), 154ud1139, SAP11624, 57SAT1106
153454,6357798,410000,56700E,10052, Current_timestamp(), 154ud1140, SAP11625, 57SAT1107
153455,6357799,410000,56700E,10053, Current_timestamp(), 154ud1141, SAP11626, 57SAT1108
153456,6357800,410000,56700E,10054, Current_timestamp(), 154ud1142, SAP11627, 57SAT1109
153457,6357801,410000,56700E,10055, Current_timestamp(), 154ud1143, SAP11628, 57SAT1110
153458,6357802,410000,56700E,10056, Current_timestamp(), 154ud1144, SAP11629, 57SAT1111
153459,6357803,410000,56700E,10057, Current_timestamp(), 154ud1145, SAP11630, 57SAT1112
153460,6357804,410000,56700E,10058, Current_timestamp(), 154ud1146, SAP11631, 57SAT1113
153461,6357805,410000,56700E,10059, Current_timestamp(), 154ud1147, SAP11632, 57SAT1114
153462,6357806,410000,56700E,10060, Current_timestamp(), 154ud1148, SAP11633, 57SAT1115
153463,6357807,410000,56700E,10061, Current_timestamp(), 154ud1149, SAP11634, 57SAT1116
153464,6357808,410000,56700E,10062, Current_timestamp(), 154ud1150, SAP11635, 57SAT1117
153465,6357809,410000,56700E,10063, Current_timestamp(), 154ud1151, SAP11636, 57SAT1118
153466,6357810,410000,56700E,10064, Current_timestamp(), 154ud1152, SAP11637, 57SAT1119
153467,6357811,410000,56700E,10065, Current_timestamp(), 154ud1153, SAP11638, 57SAT1120
153468,6357812,410000,56700E,10066, Current_timestamp(), 154ud1154, SAP11639, 57SAT1121
153469,6357813,410000,56700E,10067, Current_timestamp(), 154ud1155, SAP11640, 57SAT1122
153470,6357814,410000,56700E,10068, Current_timestamp(), 154ud1156, SAP11641, 57SAT1123
153471,6357815,410000,56700E,10069, Current_timestamp(), 154ud1157, SAP11642, 57SAT1124
153472,6357816,410000,56700E,10070, Current_timestamp(), 154ud1158, SAP11643, 57SAT1125
153473,6357817,410000,56700E,10071, Current_timestamp(), 154ud1159, SAP11644, 57SAT1126
153474,6357818,410000,56700E,10072, Current_timestamp(), 154ud1160, SAP11645, 57SAT1127
153475,6357819,410000,56700E,10073, Current_timestamp(), 154ud1161, SAP11646, 57SAT1128
153476,6357820,410000,56700E,10074, Current_timestamp(), 154ud1162, SAP11647, 57SAT1129
153477,6357821,410000,56700E,10075, Current_timestamp(), 154ud1163, SAP11648, 57SAT1130
153478,6357822,410000,56700E,10076, Current_timestamp(), 154ud1164, SAP11649, 57SAT1131
153479,6357823,410000,56700E,10077, Current_timestamp(), 154ud1165, SAP11650, 57SAT1132
153480,6357824,410000,56700E,10078, Current_timestamp(), 154ud1166, SAP11651, 57SAT1133
153481,6357825,410000,56700E,10079, Current_timestamp(), 154ud1167, SAP11652, 57SAT1134
153482,6357826,410000,56700E,10080, Current_timestamp(), 154ud1168, SAP11653, 57SAT1135
153483,6357827,410000,56700E,10081, Current_timestamp(), 154ud1169, SAP11654, 57SAT1136
153484,6357828,410000,56700E,10082, Current_timestamp(), 154ud1170, SAP11655, 57SAT1137
153485,6357829,410000,56700E,10083, Current_timestamp(), 154ud1171, SAP11656, 57SAT1138
153486,6357830,410000,56700E,10084, Current_timestamp(), 154ud1172, SAP11657, 57SAT1139
153487,6357831,410000,56700E,10085, Current_timestamp(), 154ud1173, SAP11658, 57SAT1140
153488,6357832,410000,56700E,10086, Current_timestamp(), 154ud1174, SAP11659, 57SAT1141
153489,6357833,410000,56700E,10087, Current_timestamp(), 154ud1175, SAP11660, 57SAT1142
153490,6357834,410000,56700E,10088, Current_timestamp(), 154ud1176, SAP11661, 57SAT1143
153491,6357835,410000,56700E,10089, Current_timestamp(), 154ud1177, SAP11662, 57SAT1144
153492,6357836,410000,56700E,10090, Current_timestamp(), 154ud1178, SAP11663, 57SAT1145
153493,6357837,410000,56700E,10091, Current_timestamp(), 154ud1179, SAP11664, 57SAT1146
153494,6357838,410000,56700E,10092, Current_timestamp(), 154ud1180, SAP11665, 57SAT1147
153495,6357839,410000,56700E,10093, Current_timestamp(), 154ud1181, SAP11666, 57SAT1148
153496,6357840,410000,56700E,10094, Current_timestamp(), 154ud1182, SAP11667, 57SAT1149
153497,6357841,410000,56700E,10095, Current_timestamp(), 154ud1183, SAP11668, 57SAT1150
153498,6357842,410000,56700E,10096, Current_timestamp(), 154ud1184, SAP11669, 57SAT1151
153499,6357843,410000,56700E,10097, Current_timestamp(), 154ud1185, SAP11670, 57SAT1152
153500,6357844,410000,56700E,10098, Current_timestamp(), 154ud1186, SAP11671, 57SAT1153
153501,6357845,410000,56700E,10099, Current_timestamp(), 154ud1187, SAP11672, 57SAT1154
153502,6357846,410000,56700E,10100, Current_timestamp(), 154ud1188, SAP11673, 57SAT1155
153503,6357847,410000,56700E,10101, Current_timestamp(), 154ud1189, SAP11674, 57SAT1156
153504,6357848,410000,56700E,10102, Current_timestamp(), 154ud1190, SAP11675, 57SAT1157
153505,6357849,410000,56700E,10103, Current_timestamp(), 154ud1191, SAP11676, 57SAT1158
153506,6357850,410000,56700E,10104, Current_timestamp(), 154ud1192, SAP11677, 57SAT1159
153507,6357851,410000,56700E,10105, Current_timestamp(), 154ud1193, SAP11678, 57SAT1160
153508,6357852,410000,56700E,10106, Current_timestamp(), 154ud1194, SAP11679, 57SAT1161
153509,6357853,410000,56700E,10107, Current_timestamp(), 154ud1195, SAP11680, 57SAT1162
153510,6357854,410000,56700E,10108, Current_timestamp(), 154ud1196, SAP11681, 57SAT1163
153511,6357855,410000,56700E,10109, Current_timestamp(), 154ud1197, SAP11682, 57SAT1164
153512,6357856,410000,56700E,10110, Current_timestamp(), 154ud1198, SAP11683, 57SAT1165
153513,6357857,410000,56700E,10111, Current_timestamp(), 154ud1199, SAP11684, 57SAT1166
153514,6357858,410000,56700E,10112, Current_timestamp(), 154ud1200, SAP11685, 57SAT1167
153515,6357859,410000,56700E,10113, Current_timestamp(), 154ud1201, SAP11686, 57SAT1168
153516,6357860,410000,56700E,10114, Current_timestamp(), 154ud1202, SAP11687, 57SAT1169
153517,6357861,410000,56700E,10115, Current_timestamp(), 154ud1203, SAP11688, 57SAT1170
153518,6357862,410000,56700E,10116, Current_timestamp(), 154ud1204, SAP11689, 57SAT1171
153519,6357863,410000,56700E,10117, Current_timestamp(), 154ud1205, SAP11690, 57SAT1172
153520,6357864,410000,56700E,10118, Current_timestamp(), 154ud1206, SAP11691, 57SAT1173
153521,6357865,410000,56700E,10119, Current_timestamp(), 154ud1207, SAP11692, 57SAT1174
153522,6357866,410000,56700E,10120, Current_timestamp(), 154ud1208, SAP11693, 57SAT1175
153523,6357867,410000,56700E,10121, Current_timestamp(), 154ud1209, SAP11694, 57SAT1176
153524,6357868,410000,56700E,10122, Current_timestamp(), 154ud1210, SAP11695, 57SAT1177
153525,6357869,410000,56700E,10123, Current_timestamp(), 154ud1211, SAP11696, 57SAT1178
153526,6357870,410000,56700E,10124, Current_timestamp(), 154ud1212, SAP11697, 57SAT1179
153527,6357871,410000,56700E,10125, Current_timestamp(), 154ud1213, SAP11698, 57SAT1180
153528,6357872,410000,56700E,10126, Current_timestamp(), 154ud1214, SAP11699, 57SAT1181
153529,6357873,410000,56700E,10127, Current_timestamp(), 154ud1215, SAP11700, 57SAT1182
153530,6357874,410000,56700E,10128, Current_timestamp(), 154ud1216, SAP11701, 57SAT1183
153531,6357875,410000,56700E,10129, Current_timestamp(), 154ud1217, SAP11702, 57SAT1184
153532,6357876,410000,56700E,10130, Current_timestamp(), 154ud1218, SAP11703, 57SAT1185
153533,6357877,410000,56700E,10131, Current_timestamp(), 154ud1219, SAP11704, 57SAT1186
153534,6357878,410000,56700E,10132, Current_timestamp(), 154ud1220, SAP11705, 57SAT1187
153535,6357879,410000,56700E,10133, Current_timestamp(), 154ud1221, SAP11706, 57SAT1188
153536,6357880,410000,56700E,10134, Current_timestamp(), 154ud1222, SAP11707, 57SAT1189
153537,6357881,410000,56700E,10135, Current_timestamp(), 154ud1223, SAP11708, 57SAT1190
153538,6357882,410000,56700E,10136, Current_timestamp(), 154ud1224, SAP11709, 57SAT1191
153539,6357883,410000,56700E,10137, Current_timestamp(), 154ud1225, SAP11710, 57SAT1192
153540,6357884,410000,56700E,10138, Current_timestamp(), 154ud1226, SAP11711, 57SAT1193
153541,6357885,410000,56700E,10139, Current_timestamp(), 154ud1227, SAP11712, 57SAT1194
153542,6357886,410000,56700E,10140, Current_timestamp(), 154ud1228, SAP11713, 57SAT1195
153543,6357887,410000,56700E,10141, Current_timestamp(), 154ud1229, SAP11714, 57SAT1196
153544,6357888,410000,56700E,10142, Current_timestamp(), 154ud1230, SAP11715, 57SAT1197
153545,6357889,410000,56700E,10143, Current_timestamp(), 154ud1231, SAP11716, 57SAT1198
153546,6357890,410000,56700E,10144, Current_timestamp(), 154ud1232, SAP11717, 57SAT1199
153547,6357891,410000,56700E,10145, Current_timestamp(), 154ud1233, SAP11718, 57SAT1200
153548,6357892,410000,56700E,10146, Current_timestamp(), 154ud1234, SAP11719, 57SAT1201
153549,6357893,410000,56700E,10147, Current_timestamp(), 154ud1235, SAP11720, 57SAT1202
153550,6357894,410000,56700E,10148, Current_timestamp(), 154ud1236, SAP11721, 57SAT1203
153551,6357895,410000,56700E,10149, Current_timestamp(), 154ud1237, SAP11722, 57SAT1204
153552,6357896,410000,56700E,10150, Current_timestamp(), 154ud1238, SAP11723, 57SAT1205
153553,6357897,410000,56700E,10151, Current_timestamp(), 154ud1239, SAP11724, 57SAT1206
153554,6357898,410000,56700E,10152, Current_timestamp(), 154ud1240, SAP11725, 57SAT1207
153555,6357899,410000,56700E,10153, Current_timestamp(), 154ud1241, SAP11726, 57SAT1208
153556,6357900,410000,56700E,10154, Current_timestamp(), 154ud1242, SAP11727, 57SAT1209
153557,6357901,410000,56700E,10155, Current_timestamp(), 154ud1243, SAP11728, 57SAT1210
153558,6357902,410000,56700E,10156, Current_timestamp(), 154ud1244, SAP11729, 57SAT1211
153559,6357903,410000,56700E,10157, Current_timestamp(), 154ud1245, SAP11730, 57SAT1212
153560,6357904,410000,56700E,10158, Current_timestamp(), 154ud1246, SAP11731, 57SAT1213
153561,6357905,410000,56700E,10159, Current_timestamp(), 154ud1247, SAP11732, 57SAT1214
153562,6357906,410000,56700E,10160, Current_timestamp(), 154ud1248, SAP11733, 57SAT1215
